id,cd_estabelecimento_saude,nome_estabelecimento_saude,cnes,numero_uge_cnpj,desc_uge_cnpj,ambito,codigoibge,municipio,rras,regiao_de_saude,codigo_drs,desc_drs,tipo_gerenciamento,tipo_estabelecimento,fluxo_clientela,porte,empenhado,liquidado,pago,internacoes,dias_permanencia,media_permanencia,obitos,taxa_mortalidade,diarias_uti,producao_ambulatorial_antedimentos_consultas_exames,procedimentos_ambulatoriais_grupo_acoes_promocao_prevencao_saud,procedimentos_ambulatoriais_finalidade_diagnostica,procedimentos_clinicos_ambulatoriais_consultas_atendimentos_tra,procedimentos_cirurgicos_ambulatoriais,procedimentos_ambulatoriais_grupo_transplante_orgaos_tecidos_ce,procedimentos_ambulatoriais_grupo_medicamentos,procedimentos_ambulatoriais_grupo_orteses_proteses_materiais_es,outros_procedimentos_ambulatoriais,leitos_cirurgicos,leitos_clinicos,leitos_complementares,leitos_obstetricos,leitos_pediatricos,leitos_outras_especialidades,hospital_dia,tomografo_computadorizado,ressonancia_magnetica,ultrassom_droppler_colorido,ultrassom_ecografo,ultrassom_convencional,raio_x_hemodinamica,medicos_cpf_unico,medicos,latitude,longitude,periodo_referencia_inicio,periodo_referencia_fim,periodo_referencia_texto,nome_fantasia,municipio_ibge
"1,283.00",2080273,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,"2,080,273.00",,,Estadual,"3,547,809.00",SANTO ANDRÉ,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Grande,"204,291,948.00","204,291,948.00","204,291,948.00","11,096.00","87,426.00",7.90,"1,134.00",10.22,"20,458.00","569,499.00",60.00,"379,940.00","188,296.00","1,203.00",0.00,0.00,0.00,0.00,73.00,87.00,108.00,0.00,25.00,21.00,12.00,2.00,1.00,4.00,1.00,0.00,2.00,,"1,234.00","-23,67091","-46,53392",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,Santo André
"1,284.00",2078104,HOSPITAL GERAL DE ITAPEVI,"2,078,104.00",,,Estadual,"3,522,505.00",ITAPEVI,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"122,330,892.48","122,330,892.48","122,330,892.48","11,448.00","64,076.00",5.60,403.00,3.52,"10,578.00","279,830.00",0.00,"210,714.00","68,043.00","1,073.00",0.00,0.00,0.00,0.00,57.00,67.00,43.00,50.00,30.00,12.00,8.00,1.00,0.00,3.00,2.00,1.00,0.00,,375.00,"-23,5371","-46,94302",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE ITAPEVI,Itapevi
"1,285.00",2028840,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO,"2,028,840.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"142,619,627.11","142,619,627.11","124,388,496.45","2,755.00","39,682.00",14.40,498.00,18.08,"16,436.00","556,953.00",0.00,"475,846.00","80,704.00",403.00,0.00,0.00,0.00,0.00,4.00,82.00,195.00,0.00,16.00,10.00,31.00,1.00,1.00,2.00,1.00,1.00,0.00,,375.00,"-23,55562","-46,6672",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO,São Paulo
"1,286.00",6095666,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN,"6,095,666.00",,,Municipal,"3,505,708.00",BARUERI,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Grande,,,,"20,405.00","88,965.00",4.40,"1,406.00",6.89,"15,814.00","1,109,888.00",234.00,"842,650.00","264,532.00","2,345.00",0.00,0.00,127.00,0.00,57.00,81.00,73.00,18.00,48.00,12.00,13.00,1.00,0.00,6.00,1.00,5.00,0.00,,914.00,"-23,50271","-46,86974",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN,Barueri
"1,287.00",3012212,HU HOSPITAL UNIVERSITARIO,"3,012,212.00",,,Municipal,"3,525,904.00",JUNDIAÍ,RRAS16,JUNDIAÍ,,DRS 7 - CAMPINAS,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,,,,"9,058.00","31,053.00",3.40,56.00,0.62,"4,912.00","345,412.00","2,754.00","110,965.00","231,065.00",628.00,0.00,0.00,0.00,0.00,17.00,13.00,37.00,44.00,27.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,,405.00,"-23,20399","-46,89138",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HU HOSPITAL UNIVERSITARIO,Jundiaí
"1,288.00",3139050,HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA,"3,139,050.00",,,Municipal,"3,522,307.00",ITAPETININGA,RRAS08,ITAPETININGA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"8,196.00","45,422.00",5.50,981.00,11.97,"4,600.00","673,349.00",0.00,"329,614.00","335,053.00","8,682.00",0.00,0.00,0.00,0.00,24.00,66.00,24.00,22.00,8.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,211.00,"-23,59038","-48,07036",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA,Itapetininga
"1,289.00",2079224,HOSPITAL SAO JOSE,"2,079,224.00",,,Municipal,"3,522,901.00",ITAPUÍ,RRAS09,JAU,,DRS 6 - BAURU,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,299.00,920.00,3.10,29.00,9.70,0.00,"3,949,555.00",36.00,"245,176.00","3,704,146.00",197.00,0.00,0.00,0.00,0.00,5.00,16.00,0.00,0.00,9.00,0.00,0.00,,,,,,,,27.00,"-22,23426","-48,7202",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL SAO JOSE,Itapuí
"1,290.00",110981,HOSPITAL DE CAMPANHA COVID 19 DR AKIRA TADA,"110,981.00",,,Municipal,"3,552,809.00",TABOÃO DA SERRA,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,837.00","9,047.00",4.90,155.00,8.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,117.00,"-23,6155039","-46,7782654",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 DR AKIRA TADA,Taboão da Serra
"1,291.00",255297,HOSPITAL ESTADUAL COVID 19 BEBEDOURO,"255,297.00",,,Estadual,"3,506,102.00",BEBEDOURO,RRAS13,SUL-BARRETOS,,DRS 5 - BARRETOS,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"1,056.00","10,053.00",9.50,289.00,27.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,20.00,"-20,9470739","-48,4973654",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL COVID 19 BEBEDOURO,Bebedouro
"1,292.00",110612,UNIDADE RESPIRATORIA NOVA HORTOLANDIA,"110,612.00",,,Municipal,"3,519,071.00",HORTOLÂNDIA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,084.00","5,110.00",4.70,257.00,23.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,41.00,"-22,8546354","-47,2108483",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE RESPIRATORIA NOVA HORTOLANDIA,Hortolândia
"1,293.00",7947984,COMPLEXO MUNICIPAL DE SAUDE,"7,947,984.00",,,Municipal,"3,509,700.00",CAMPOS DO JORDÃO,RRAS17,V. PARAÍBA-REG. SERRANA,,DRS 17 - TAUBATE,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"2,478.00","9,766.00",3.90,181.00,7.30,0.00,"352,340.00","2,578.00","225,412.00","123,932.00",418.00,0.00,0.00,0.00,0.00,8.00,18.00,7.00,14.00,9.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,70.00,"-22,7482421","-45,6184882",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO MUNICIPAL DE SAUDE,Campos do Jordão
"1,294.00",9491112,HOSPITAL REGIONAL DE SOROCABA,"9,491,112.00",,,Estadual,"3,552,205.00",SOROCABA,RRAS08,SOROCABA,,DRS 16 - SOROCABA,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"124,969,805.00","124,969,805.00","124,969,805.00","8,159.00","38,826.00",4.80,558.00,6.84,"7,483.00","249,802.00",0.00,"170,459.00","78,240.00","1,103.00",0.00,0.00,0.00,0.00,92.00,36.00,96.00,0.00,16.00,0.00,20.00,2.00,1.00,4.00,1.00,0.00,1.00,,426.00,"-23,4993228912354","-47,4578514099121",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL REGIONAL DE SOROCABA,Sorocaba
"1,295.00",7373465,HOSPITAL DE CLINICAS MUNICIPAL,"7,373,465.00",,,Municipal,"3,548,708.00",SÃO BERNARDO DO CAMPO,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,,Grande,,,,"9,855.00","52,023.00",5.30,689.00,6.99,"17,370.00","342,586.00",147.00,"203,551.00","127,165.00","11,721.00",0.00,0.00,2.00,0.00,73.00,72.00,70.00,0.00,17.00,0.00,9.00,2.00,1.00,2.00,3.00,2.00,1.00,,"1,257.00","-23,694","-46,565",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CLINICAS MUNICIPAL,São Bernardo do Campo
"1,296.00",7420595,HOSPITAL MUNICIPAL FRANCISCO DE ASSIS RIBEIRAO PRETO,"7,420,595.00",,,Municipal,"3,543,402.00",RIBEIRÃO PRETO,RRAS13,AQUÍFERO GUARANI,,DRS 13 - RIBEIRÃO PRETO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,,,,,,0.00,,,,,,,,,,0.00,29.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,13.00,"-21,17328","-47,80627",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL FRANCISCO DE ASSIS RIBEIRAO PRETO,Ribeirão Preto
"1,297.00",7473702,HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO,"7,473,702.00",,,Municipal,"3,530,607.00",MOGI DAS CRUZES,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"3,410.00","31,795.00",9.30,744.00,21.82,"14,290.00","188,646.00",1.00,"101,681.00","86,963.00",1.00,0.00,0.00,0.00,0.00,22.00,21.00,66.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,,357.00,"-23,52039","-46,18638",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO,Mogi das Cruzes
"1,298.00",2066092,HOSPITAL GERAL DE PEDREIRA,"2,066,092.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea,Grande,"152,168,592.00","152,168,592.00","152,168,592.00","17,805.00","95,078.00",5.30,"1,386.00",7.78,"9,247.00","407,314.00",0.00,"229,533.00","175,439.00","2,342.00",0.00,0.00,0.00,0.00,66.00,56.00,64.00,38.00,44.00,21.00,6.00,2.00,0.00,2.00,2.00,1.00,0.00,,753.00,"-23,68144","-46,6775",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE PEDREIRA,São Paulo
"1,299.00",2079410,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS,"2,079,410.00",,,Estadual,"3,518,800.00",GUARULHOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"77,844,472.96","77,844,472.96","70,965,180.54","4,228.00","33,869.00",8.00,911.00,21.55,"9,400.00","868,396.00",1.00,"473,323.00","267,550.00","4,327.00",0.00,0.00,"123,195.00",0.00,51.00,82.00,10.00,0.00,0.00,2.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,,197.00,"-23,4643","-46,55181",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS,Guarulhos
"1,300.00",2080079,HOSPITAL DR OSIRIS FLORINDO COELHO FERRAZ DE VASCONCELOS,"2,080,079.00",,,Estadual,"3,515,707.00",FERRAZ DE VASCONCELOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"119,357,030.31","119,357,030.31","107,358,182.65","9,065.00","61,089.00",6.70,999.00,11.02,"7,997.00","744,521.00",0.00,"466,843.00","277,678.00",0.00,0.00,0.00,0.00,0.00,60.00,60.00,71.00,29.00,27.00,11.00,2.00,1.00,0.00,4.00,2.00,0.00,0.00,,343.00,"-23,53789","-46,3588",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DR OSIRIS FLORINDO COELHO FERRAZ DE VASCONCELOS,Ferraz de Vasconcelos
"1,301.00",2746220,COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA,"2,746,220.00",,,Estadual,"3,516,408.00",FRANCO DA ROCHA,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Grande,"52,043,030.95","52,043,030.95","47,814,497.82",1.00,"4,280.00","4,280.00",,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.00,0.00,,,,,,,,3.00,"-23,33281","-46,7275",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA,Franco da Rocha
"1,302.00",2065665,HOSPITAL MATERNIDADE INTERLAGOS,"2,065,665.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Pequeno,"49,304,197.64","49,304,197.64","43,908,823.95","5,526.00","16,982.00",3.10,43.00,0.78,"1,826.00","140,273.00",556.00,"98,733.00","40,984.00",0.00,0.00,0.00,0.00,0.00,2.00,5.00,48.00,34.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,,242.00,"-23,70709","-46,70196",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MATERNIDADE INTERLAGOS,São Paulo
"1,303.00",3028399,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO,"3,028,399.00",,,Estadual,"3,516,309.00",FRANCISCO MORATO,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"73,395,698.00","73,395,698.00","73,395,698.00","5,928.00","31,945.00",5.40,337.00,5.68,"9,189.00","87,248.00",0.00,"43,428.00","43,193.00",627.00,0.00,0.00,0.00,0.00,21.00,15.00,57.00,34.00,4.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,,172.00,"-23,28006","-46,74512",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO,Francisco Morato
"1,304.00",2077418,CAISM PHILIPPE PINEL SAO PAULO,"2,077,418.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda referenciada,Médio,"22,714,459.06","22,714,459.06","20,608,598.47",336.00,"9,844.00",29.30,,,0.00,"4,023.00",0.00,0.00,"4,022.00",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,134.00,0.00,,,,,,,,16.00,"-23,48817","-46,72762",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CAISM PHILIPPE PINEL SAO PAULO,São Paulo
"1,305.00",2092107,HOSPITAL DE CLINICAS DE FRANCO DA ROCHA FRANCO DA ROCHA,"2,092,107.00",,,Estadual,"3,516,408.00",FRANCO DA ROCHA,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,,,,,,,,6.00,"-23,33281","-46,7275",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CLINICAS DE FRANCO DA ROCHA FRANCO DA ROCHA,Franco da Rocha
"1,306.00",2080338,HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO,"2,080,338.00",,,Estadual,"3,518,800.00",GUARULHOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"190,184,381.00","190,184,381.00","190,184,381.00","14,638.00","95,898.00",6.60,"1,626.00",11.11,"17,223.00","147,186.00",0.00,"65,546.00","81,557.00",83.00,0.00,0.00,0.00,0.00,95.00,92.00,74.00,45.00,23.00,0.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,,854.00,"-23,45688","-46,49507",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO,Guarulhos
"1,307.00",2792176,HOSPITAL GERAL DE ITAPECERICA DA SERRA,"2,792,176.00",,,Estadual,"3,522,208.00",ITAPECERICA DA SERRA,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"127,449,930.00","127,449,930.00","127,449,930.00","12,481.00","54,205.00",4.30,810.00,6.49,"9,757.00","1,098,604.00",0.00,"945,517.00","150,796.00","2,291.00",0.00,0.00,0.00,0.00,70.00,31.00,52.00,22.00,17.00,0.00,10.00,1.00,0.00,2.00,2.00,0.00,0.00,,365.00,"-23,70043","-46,84961",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE ITAPECERICA DA SERRA,Itapecerica da Serra
"1,308.00",2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,"2,079,798.00",,,Estadual,"3,509,502.00",CAMPINAS,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"19,832.00","154,952.00",7.80,"1,255.00",6.33,"26,513.00","3,186,830.00","1,390.00","2,360,709.00","760,635.00","15,039.00","45,744.00",0.00,"3,313.00",0.00,215.00,163.00,151.00,40.00,36.00,18.00,24.00,3.00,1.00,8.00,22.00,0.00,1.00,,"1,675.00","-22,87738","-47,04768",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,Campinas
"1,309.00",2079828,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA,"2,079,828.00",,,Estadual,"3,552,809.00",TABOÃO DA SERRA,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Grande,"144,412,995.00","144,412,995.00","144,412,995.00","12,449.00","74,500.00",6.00,658.00,5.29,"8,721.00","2,674,624.00",0.00,"2,573,217.00","97,870.00","3,537.00",0.00,0.00,0.00,0.00,81.00,46.00,63.00,47.00,20.00,12.00,13.00,1.00,0.00,3.00,3.00,1.00,1.00,,746.00,"-23,63585","-46,81021",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA,Taboão da Serra
"1,310.00",2698471,SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO,"2,698,471.00",,,Municipal,"3,548,500.00",SANTOS,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"1,352.00","11,924.00",8.80,75.00,5.55,672.00,"7,030.00",0.00,879.00,"3,587.00","2,564.00",0.00,0.00,0.00,0.00,4.00,52.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,99.00,"-23,94334","-46,37709",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO,Santos
"1,311.00",2091356,HOSPITAL VITAL BRAZIL SAO PAULO,"2,091,356.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Pequeno,,,,137.00,448.00,3.30,,,0.00,"1,761.00",0.00,0.00,"1,761.00",0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,2.00,0.00,0.00,,,,,,,,5.00,"-23,5691","-46,71481",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL VITAL BRAZIL SAO PAULO,São Paulo
"1,312.00",6053858,COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI,"6,053,858.00",,,Municipal,"3,509,502.00",CAMPINAS,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"11,329.00","75,105.00",6.60,"1,368.00",12.08,"19,037.00","1,051,470.00",0.00,"614,525.00","427,986.00","8,959.00",0.00,0.00,0.00,0.00,50.00,100.00,126.00,0.00,11.00,0.00,50.00,1.00,1.00,1.00,0.00,2.00,0.00,,551.00,"-22,96426","-47,13394",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI,Campinas
"1,313.00",6236596,HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE DO RIO PRETO,"6,236,596.00",,,Estadual,"3,549,805.00",SÃO JOSÉ DO RIO PRETO,RRAS12,SÃO JOSÉ DO RIO PRETO,,DRS 15 - SÃO JOSÉ DO RIO PRETO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"30,597,228.00","30,597,228.00","30,597,228.00","4,181.00","7,583.00",1.80,19.00,0.45,"1,537.00","10,809.00",0.00,"3,089.00","2,805.00","4,915.00",0.00,0.00,0.00,0.00,60.00,12.00,15.00,0.00,0.00,0.00,8.00,0.00,0.00,1.00,0.00,0.00,0.00,,143.00,"-20,80715","-49,3597",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE DO RIO PRETO,São José do Rio Preto
"1,314.00",7019076,UNIDADE HOSPITALAR BRASILANDIA FO,"7,019,076.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,629.00",129.00,0.10,,,0.00,"81,634.00",0.00,"23,556.00","56,403.00","1,675.00",0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,1.00,0.00,,93.00,"-23,60857","-46,47265",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE HOSPITALAR BRASILANDIA FO,São Paulo
"1,315.00",2084236,CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG,"2,084,236.00",,,Estadual,"3,530,607.00",MOGI DAS CRUZES,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda referenciada,Grande,"83,399,425.68","83,399,425.68","73,738,577.47",820.00,"36,339.00",44.30,123.00,15.00,"11,953.00","199,392.00",0.00,"96,317.00","25,467.00","6,593.00",0.00,0.00,"71,015.00",0.00,2.00,50.00,64.00,0.00,0.00,108.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,174.00,"-23,55891","-46,25651",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG,Mogi das Cruzes
"1,316.00",2083264,HOSPITAL MUNICIPAL JOAQUIM RAIMUNDO GOMES GUAPIARA,"2,083,264.00",,,Municipal,"3,517,604.00",GUAPIARA,RRAS08,ITAPEVA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,649.00,"2,349.00",3.60,60.00,9.24,0.00,"40,376.00",0.00,"6,438.00","33,807.00",131.00,0.00,0.00,0.00,0.00,3.00,12.00,5.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,,14.00,"-24,18631","-48,53338",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL JOAQUIM RAIMUNDO GOMES GUAPIARA,Guapiara
